text,sentiment,Content_Parsed
Fakin` kisha...just my luck!,neutral,fakin` kishajust luck
" Not really, injured so can`t do much exercise. The KG`s are coming on already. Also still looking to rent some place!!  Fun times!",positive, really injure ` much exercise kg` come already also still look rent place fun time
my phone is dead  this sucks,negative, phone dead suck
"she`s smarter and classier. she`s perfect for him. and, IM NOT.",neutral,` smarter classier ` perfect im 
"  sorry, I`m back.. food was calling my name..lol..all is good here  and HI! , sorry I haven`t said sooner lol",neutral, sorry ` back food call namelolall good hi sorry ` say sooner lol
"aidan, please",neutral,aidan please
Just found out my parents are putting down my dog tomorrow morning. Upset,negative, find parent put dog tomorrow morning upset
Getting ready for work... think I`m catching a cold  yay!! Now I gotta pull a 9 hour shift... holla at ya sometime tomorrow.. peace,neutral,get ready work think ` catch cold yay gotta pull 9 hour shift holla ya sometime tomorrow peace
my day is starting at 2:38pm. woops  work in less than 3 hours...,negative, day start 238pm woops work less 3 hours
 ruilen?,neutral, ruilen
 LOL.  Leave a kid on internet and the kid will do stupid things.,negative, lol leave kid internet kid stupid things
 They are people too,neutral, people 
 im probs gonna have to wait until it comes out on dvd  x,neutral, im probs gonna wait come dvd x
. Haha. Rite. Im freeeeeeee. Britneys spears listenin time.,neutral, haha rite im freeeeeeee britneys spear listenin time
Back from LAAANDAN.  Miss it already   check out my new giant purple bow and gold wing necklace. I <3 TD http://tinyurl.com/m5y2mw,negative,back laaandan miss already check new giant purple bow gold wing necklace <3 td http//tinyurlcom/m5y2mw
Swollen face.....again,negative,swell faceagain
will deplurk! GAH!! need to concentrate on Jap! Visit my http://jynxedpanda.com (site) if you have time  heh... http://plurk.com/p/rr2ly,negative, deplurk gah need concentrate jap visit http//jynxedpandacom (site) time heh http//plurkcom/p/rr2ly
" Wish i was out an about, stuck in with a pile of boxes, a sore back and a load of tesco blue shopper bags to fill from the kitchen",negative, wish stick pile box sore back load tesco blue shopper bag fill kitchen
" hey adt, guess what. my princelple`s number plate is adtï¿½000 well its not 000, i just dunno the numbers.",neutral, hey adt guess princelple` number plate adtï¿½000 well 000 dunno number
 Sad  nothing.,negative, sad nothing
LA bound!!,neutral,la bind
VEGA UNDER FIREEEEEE,negative,vega fireeeeee
"Energy steadily increasing, thankfully, but the cough isn`t going away.",neutral,energy steadily increase thankfully cough ` go away
Listening to Miley Cyrus Breakout CD ! love it!,positive,listen miley cyrus breakout cd love 
_Jo my mask is non-existent at the mo  Charis didn`t send me one & I haven`t been bothered to make one! I`m wearing boy clothes!,positive,_jo mask non-existent mo charis ` send one & ` bother make one ` wear boy clothe
" ... you mean the fam , minus ahugs",neutral, mean fam minus ahugs
" Thanks, Wookie-man.  I test stuff out on you. lol",positive, thank wookie-man test stuff lol
" Katie is my Malamute dog, as for my weight, well I`m about 6ft tall and 73kg, which is quite good",positive, katie malamute dog weight well ` 6ft tall 73kg quite good
Happy Mother`s Day to the tweetin` mamas  Nite tweeple!,positive,happy mother` day tweetin` mamas nite tweeple
i JUST **** cleaned the whole kitchen....and the **** comes home & is going to make a mess of it...my mom didn`t even get to see it,negative, **** clean whole kitchenand **** come home & go make mess itmy mom ` even get see 
 OMG at that Almost in our 40`s comment!!  Same Bday as Joe here...But I turn 40...OMG....lol,neutral, omg almost 40` comment bday joe herebut turn 40omglol
: and my kid is only 3 and is stronger then me,positive, kid 3 stronger 
Sunburn hurts!,negative,sunburn hurt
good morning!  i hope you all have a good day today!! although its a monday... be positive! ;),positive,good morning hope good day today although monday positive )
Church is in 8 hours! I better hurry up so I can get some sleep!,neutral,church 8 hours better hurry get sleep
 Well for one thing I might be branded a 'public menace' by the state.,neutral, well one thing might brand 'public menace' state
 really was the best night ever,positive, really best night ever
"Repeat final seconds of Game 3 Dal-Den please! **** THOSE OFFICIALS. :| Anyway, happy mothers day.",neutral,repeat final second game 3 dal-den please **** officials | anyway happy mother day
"Woken up finally after a long night out, tea, toast and TV coming up...",neutral,wake finally long night tea toast tv come 
 thanks I`ll check it out! i`ll be staying a Thursday night though,positive, thank ` check ` stay thursday night though
more work to do,neutral, work 
 - redbull has the same amount of caffine in it as a cup of coffee. You`re theory is quashed Nicola,neutral, - redbull amount caffine cup coffee ` theory quash nicola
 morning David have a safe journey and enjoy your time in the states  ****,positive, morning david safe journey enjoy time state ****
 http://twitpic.com/4hbs5 - ahahahahahahahaha can i please eat that off your head  ****,positive, http//twitpiccom/4hbs5 - ahahahahahahahaha please eat head ****
 OK  Just a thought that occured to me...,neutral, ok think occur 
On my flight headed 2 denver...see yall in a min,neutral, flight head 2 denversee yall min
 concert please explain? im intrigued,neutral, concert please explain im intrigue
"_shediddy lol , you gotta share too",neutral,_shediddy lol gotta share 
goodbye picnic for a classmate today  but the weather was **** beautifuul!!!,positive,goodbye picnic classmate today weather **** beautifuul
My moms Season 3 of Weeds got burnt up in a family friends mobile home.,negative, moms season 3 weed get burn family friends mobile home
I forgot to put on sunblock before getting in the car,neutral, forget put sunblock get car
  eat something!,neutral, eat something
  You`ve got to love fly tippers: http://tinyurl.com/mt4opc  Worst I`ve seen is a dead mule dumped on Holmbury Hill.,neutral, ` get love fly tippers http//tinyurlcom/mt4opc worst ` see dead mule dump holmbury hill
We drove  summahkayy,neutral, drive summahkayy
" Oh, I`m so sorry!...my kitty is there right now being checked...losing lots of weight over last 3 wks. Not good",negative, oh ` sorrymy kitty right checkedlosing lot weight last 3 wks good
" Hope you had a great weekend, congratulations!",positive, hope great weekend congratulations
where u at?,neutral, u 
"That little girl holly!  find some time! Aw, she`ll get loads of votes now I bet!",neutral, little girl holly find time aw ` get load vote bet
 your SMS managed to crash my phone.,negative, sms manage crash phone
 did you watch it?,neutral, watch 
3 margs. Driving home in the rain now,neutral,3 margs drive home rain 
intentando intentarlo ONCE AGAIN!,neutral,intentando intentarlo 
I did.`t Get tht.,neutral, ` get tht
" lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/",negative, lol go buy new laptop feb already know lol look anyway walk away sadfaced /
Just heard a single i had been waiting MONTHS to hear....and...im disappointed.,negative, hear single wait months hearandim disappoint
 i think i ordered a few days after you. Maybe you got something that was on backorder?,neutral, think order days maybe get something backorder
Finally Ubuntu 9.04 arrived as a disc,neutral,finally ubuntu 904 arrive disc
Just burped at the same exact time as Steph LMFA0,neutral, burp exact time steph lmfa0
" def cheese and onion  however after being back in the states for 4 months, finding a bag of salt&vinegar...they tasted GREAT!",positive, def cheese onion however back state 4 months find bag salt&vinegarthey taste great
Take that back on the cast...one dropped last night!,neutral,take back castone drop last night
Trying to sleep without any pills... Not working. 3am and wide awake. But now it`s too late to take them because I`ll sleep til 3pm,negative,try sleep without pills work 3am wide awake ` late take ` sleep til 3pm
Lunch isn`t until 1:00 but I`m already so hungry.,negative,lunch ` 100 ` already hungry
" OR, just make someone walk on ur back?? I`m a professional back walker-on`er  I could use that too, on the lower regions!",neutral, make someone walk ur back ` professional back walker-`er could use lower regions
Bwahah I love the jackass movies!  I have chocolateeee!,positive,bwahah love jackass movies chocolateeee
Have a headache  I`m going to bed. Goodnight!,negative, headache ` go bed goodnight
happy mother`s to all the moms out there..,positive,happy mother` moms 
 That happened to me once... only I wasn`t drunk. lol,neutral, happen ` drink lol
I really need a job.,neutral, really need job
Good morning/afternoon/night to all.....studying as usual!,neutral,good morning/afternoon/night allstudying usual
Have to keep bumping the mouse so my computer doesn`t go to sleep. No Internet access  No files to work on. Slowest Friday eeeeevvveeerrrr,negative, keep bump mouse computer ` go sleep internet access file work slowest friday eeeeevvveeerrrr
